epoch,loss,mean_absolute_error,mean_squared_error,mean_squared_logarithmic_error,val_loss,val_mean_absolute_error,val_mean_squared_error,val_mean_squared_logarithmic_error
0,1.8680046796798706,1.0428797006607056,1.700442910194397,0.08897070586681366,0.4280374348163605,0.5887945890426636,0.4280374348163605,0.15446874499320984
1,0.4507608413696289,0.5862494707107544,0.4469817280769348,0.09323646128177643,0.4246828258037567,0.5871790647506714,0.4246828258037567,0.14729318022727966
2,0.46639344096183777,0.6113544702529907,0.4800165593624115,0.10102527588605881,0.4219507873058319,0.5855184197425842,0.4219507873058319,0.13896974921226501
3,0.4710628092288971,0.5994219183921814,0.4588635563850403,0.08701583743095398,0.42338767647743225,0.5865030288696289,0.42338767647743225,0.13970093429088593
4,0.46618539094924927,0.6133382320404053,0.4702141284942627,0.08770167827606201,0.4256996810436249,0.5880517959594727,0.4256996810436249,0.14355812966823578
